longitude,latitude,house_id
-122.0,37.28,18075
-117.3,34.07,13599
-118.3,34.05,4820
-117.07,32.77,14156
-122.01,36.99,18509
-122.43,37.73,15856
-122.22,37.79,215
-118.23,33.89,7616
-117.16,34.26,13941
-121.02,37.67,19500
-116.88,34.08,13979
-121.34,38.05,16339
-122.36,37.94,1789
-121.98,38.34,19024
-122.18,37.73,329
-122.36,40.62,18723
-117.91,33.66,10849
-117.62,33.43,10432
-118.4,33.97,5542
-120.98,39.93,11839
-117.71,33.49,10537
-122.23,38.09,18878
-122.36,37.93,1790
-117.83,34.1,5969
-118.28,33.95,5158
-117.08,32.66,14854
-121.93,36.62,9817
-122.2,37.43,17151
-122.27,37.77,575
-121.42,36.57,9760
-122.09,37.09,18594
-122.26,37.9,418
-117.49,34.05,13419
-118.25,34.17,5742
-121.51,38.26,13146
-122.09,37.38,18256
-121.75,36.91,18564
-117.89,33.87,10225
-118.19,34.02,7204
-119.82,36.19,3249
-120.43,37.32,9591
-117.13,33.14,15487
-121.86,37.22,18374
-121.68,39.11,19703
-117.95,34.09,6157
-118.32,33.98,5077
-118.45,33.99,5473
-117.73,33.49,10473
-122.4,37.74,15886
-120.45,34.95,17398
-121.32,36.43,9770
-122.25,37.83,114
-117.72,34.08,6032
-118.95,35.38,2855
-118.19,33.89,7566
-122.2,39.93,19776
-121.27,38.62,13055
-117.31,34.14,13543
-122.14,37.41,18302
-118.38,33.83,8674
-118.12,33.82,8135
-118.22,34.63,9115
-121.96,37.95,1465
-117.97,33.88,11702
-116.91,32.78,15045
-119.32,36.2,19988
-120.48,37.32,9586
-116.98,33.74,12245
-119.89,36.64,2469
-118.11,33.82,8141
-118.25,33.92,7499
-118.46,34.03,8915
-119.04,36.07,20032
-120.64,37.38,9554
-118.31,33.98,5074
-118.26,33.79,5595
-122.55,37.98,9312
-118.13,34.11,6766
-122.27,37.8,89
-121.85,37.72,987
-122.17,37.88,1632
-118.31,33.96,5112
-117.86,33.78,11055
-118.07,33.99,6953
-121.81,37.23,18452
-117.38,33.2,15313
-118.13,33.93,7730
-121.91,37.43,17871
-118.41,34.01,8976
-120.46,36.87,2504
-121.69,38.87,19725
-118.17,33.79,8209
-117.12,34.06,13764
-120.04,34.72,17325
-121.03,37.55,19606
-118.41,33.99,5514
-117.17,32.75,14022
-117.7,34.06,13201
-121.13,37.73,16507
-116.99,32.72,14985
-121.6,39.76,1128
-117.08,32.71,14190
-122.04,37.38,18186
-122.41,38.07,9289
-118.41,34.18,3766
-121.61,39.13,19690
-117.91,33.78,11302
-118.43,34.21,3804
-121.94,37.71,953
-117.28,33.2,15342
-122.42,37.61,16852
-118.39,34.03,5389
-121.38,38.6,12719
-120.9,37.76,19375
-121.77,36.53,9795
-122.08,37.61,830
-117.05,34.01,13781
-117.75,33.95,13185
-122.65,38.23,19117
-117.86,33.72,10892
-121.89,37.35,17540
-118.26,33.83,7655
-120.44,38.61,1978
-121.88,36.6,9852
-119.07,36.08,20023
-118.01,33.82,11160
-121.38,38.68,12846
-122.0,37.3,17964
-121.29,37.98,16236
-118.02,33.96,6985
-119.82,36.72,2010
-120.1,36.21,2479
-117.59,34.09,13392
-121.81,37.3,17736
-121.92,37.53,923
-123.78,40.05,2665
-117.05,32.8,14716
-118.39,34.03,5380
-122.35,37.95,1771
-118.07,34.11,6748
-122.8,38.39,19299
-119.78,36.86,2227
-118.42,34.28,3418
-120.79,37.49,19647
-121.51,38.57,12533
-117.6,33.42,10444
-119.53,36.65,2433
-117.07,32.69,14847
-119.8,36.72,2019
-122.01,37.97,1440
-121.34,38.01,16310
-118.52,34.36,9181
-122.32,37.69,16737
-121.79,37.34,17715
-118.12,34.18,6619
-119.21,34.26,20202
-121.32,38.64,12919
-119.09,36.42,19845
-122.55,38.0,9306
-119.6,37.29,9205
-122.13,37.68,731
-118.32,34.02,4790
-117.72,34.09,5995
-118.18,33.99,7326
-117.86,33.72,10895
-121.46,38.7,12830
-122.58,38.08,9284
-118.14,34.04,6904
-121.44,38.62,12789
-117.81,33.82,11042
-121.32,38.02,16368
-120.3,38.9,1927
-119.66,36.3,3226
-122.48,37.68,16780
-121.88,37.43,17842
-121.5,38.63,12817
-118.19,33.86,7967
-118.39,34.04,5377
-122.05,37.61,824
-117.61,34.14,13380
-122.5,37.75,16105
-120.2,40.26,3369
-118.01,34.14,6416
-117.91,33.67,10848
-122.38,40.57,18704
-118.04,33.97,7003
-122.49,37.75,16070
-121.19,40.23,11866
-117.07,32.75,14135
-118.31,36.94,2796
-122.28,37.85,477
-118.39,33.89,8591
-118.23,34.21,5709
-119.74,36.77,2140
-117.89,33.71,10881
-117.92,33.74,11360
-117.76,33.87,10323
-118.48,34.19,3823
-121.94,37.24,18033
-122.45,37.77,15776
-117.88,33.85,11104
-118.27,34.09,4385
-118.33,33.98,5033
-119.97,36.57,2470
-117.26,33.18,15459
-118.38,34.17,3784
-119.17,34.29,20173
-120.5,37.37,9580
-119.81,34.44,17483
-122.24,37.76,566
-119.25,34.28,20218
-121.92,37.29,17615
-121.62,39.15,19682
-117.94,33.94,10113
-118.46,34.32,3463
-121.24,38.75,11759
-122.23,38.12,18891
-117.51,34.16,13375
-117.99,33.79,11262
-119.63,36.32,3211
-120.15,39.2,11715
-121.96,37.29,18008
-118.37,34.05,4726
-122.45,40.46,18789
-118.26,33.94,5186
-118.18,33.83,8068
-117.65,33.46,10462
-117.63,33.5,10460
-120.74,39.39,10067
-118.06,33.98,6956
-121.88,38.01,1331
-118.44,34.06,5299
-121.48,37.77,16564
-117.28,33.72,12184
-122.91,39.18,3261
-121.87,37.26,18429
-120.45,34.95,17406
-117.93,33.75,11341
-118.01,33.71,11489
-118.18,33.83,8069
-121.89,37.25,17655
-122.09,37.94,1416
-118.3,33.84,5577
-122.03,37.56,875
-117.01,33.97,12274
-122.28,37.49,17045
-122.25,37.89,423
-118.21,33.96,7367
-121.64,39.28,19716
-118.13,33.86,8000
-121.3,38.25,13132
-121.98,37.34,17926
-118.29,34.01,4960
-117.25,33.06,15223
-119.19,34.3,20179
-117.17,33.34,15367
-121.8,39.75,1074
-121.31,38.02,16366
-118.17,33.83,8067
-122.24,37.82,106
-121.01,38.73,1933
-118.1,33.9,7803
-118.21,33.96,7425
-118.96,35.4,2849
-118.13,34.02,7144
-124.16,40.79,2544
-122.49,37.74,16075
-118.31,33.73,5661
-118.2,33.78,8226
-122.29,37.87,469
-121.79,37.0,18683
-117.3,34.12,13586
-117.84,34.0,6063
-121.76,36.9,18577
-121.95,37.52,919
-122.77,38.29,19131
-119.01,35.3,3005
-122.42,37.74,15843
-118.31,33.91,8471
-121.95,37.37,17895
-119.7,36.83,2319
-118.04,34.18,6382
-119.45,35.15,3027
-118.6,34.08,9009
-118.3,34.09,4289
-122.08,37.71,596
-118.22,33.9,7540
-121.81,37.36,17803
-122.21,37.48,17063
-122.03,36.96,18552
-118.26,34.5,9140
-124.19,40.73,2630
-118.18,34.05,7178
-120.66,35.27,16656
-122.46,37.74,16012
-117.86,33.6,10734
-118.16,34.19,6603
-118.01,33.76,11573
-119.95,38.95,1869
-115.58,32.78,2743
-118.32,34.09,4282
-118.1,33.82,8146
-122.25,38.1,18883
-120.22,39.35,10083
-122.61,38.93,3302
-119.83,34.44,17485
-118.3,33.85,5579
-119.31,34.38,20161
-121.96,37.27,18015
-119.08,36.21,19967
-118.45,34.04,5339
-118.29,33.88,8502
-122.13,37.67,741
-121.87,37.1,18629
-117.1,32.74,14123
-118.21,33.95,7431
-121.17,37.82,16530
-118.28,34.03,4870
-118.43,34.26,3431
-117.82,33.89,10280
-118.24,34.15,5783
-117.83,33.66,10717
-122.42,37.62,16855
-117.17,32.71,14329
-122.1,37.97,1392
-117.82,33.82,11040
-122.44,37.71,15964
-118.54,34.26,3531
-122.13,37.74,368
-118.11,33.95,7693
-118.22,33.79,8105
-122.03,37.37,18183
-116.86,33.97,12282
-122.27,38.0,1696
-117.69,34.07,13193
-121.32,38.61,12915
-117.95,33.67,11384
-121.96,37.33,17948
-118.04,34.13,6449
-121.27,37.96,16199
-116.97,32.78,15070
-122.36,38.41,9954
-117.39,34.11,13456
-122.13,40.01,19766
-117.84,33.6,10669
-122.56,37.91,9401
-121.7,36.48,9765
-121.1,39.0,11820
-117.92,34.11,6127
-121.99,37.81,1577
-117.25,32.73,14386
-122.32,37.93,1819
-117.51,33.88,12046
-122.28,37.55,16992
-118.31,34.1,4269
-121.29,38.04,16374
-119.57,36.7,2375
-122.5,37.75,16108
-118.03,33.77,11581
-117.18,34.07,13720
-121.4,38.55,12685
-117.25,32.8,14443
-122.27,37.9,407
-121.26,37.98,16255
-117.93,33.64,10814
-119.08,34.34,20148
-122.35,37.58,16905
-122.24,37.76,567
-123.81,39.31,9498
-122.59,38.56,9985
-117.91,34.02,6299
-117.65,33.4,10435
-119.61,36.57,2443
-118.26,34.09,4383
-116.9,32.84,15144
-117.11,32.79,14693
-122.47,37.87,9382
-116.93,33.06,15570
-119.08,36.09,20016
-118.34,34.09,4317
-122.1,37.66,771
-122.02,38.26,18967
-120.99,39.13,10050
-117.88,33.84,11105
-120.69,35.62,16603
-122.16,37.74,382
-118.16,34.09,4470
-117.9,34.12,6116
-122.19,37.46,17140
-119.85,36.82,2204
-118.35,34.0,5061
-122.15,37.71,655
-121.99,37.32,17966
-122.31,37.91,1833
-118.3,34.06,4643
-122.2,37.79,240
-117.66,34.13,13240
-122.7,39.0,3293
-121.62,36.69,9750
-120.45,34.63,17448
-118.24,33.9,7595
-118.35,33.85,8710
-122.23,37.8,179
-118.35,34.05,4746
-120.31,37.11,9212
-119.75,36.74,2109
-119.74,34.38,17289
-118.04,33.75,11546
-117.07,33.07,15544
-121.5,38.57,12484
-117.14,33.16,15480
-119.21,36.3,19896
-118.43,34.18,3840
-117.07,33.04,15178
-117.66,33.57,10393
-121.97,38.04,1359
-120.84,37.92,19372
-118.19,33.82,8078
-118.61,34.99,3152
-117.44,34.08,13439
-118.57,34.23,3566
-118.35,33.94,8413
-117.17,33.18,15477
-119.8,36.65,2068
-118.83,34.23,20429
-117.99,34.18,6369
-122.33,37.93,1806
-118.3,33.93,8333
-121.85,36.6,9863
-118.31,33.98,5076
-118.36,34.03,4801
-122.03,37.05,18624
-117.09,32.91,15197
-118.26,34.15,5779
-117.16,32.72,14333
-121.46,38.51,12647
-122.03,37.53,943
-118.19,34.09,4459
-118.2,33.84,8062
-122.01,37.57,865
-118.36,33.9,8461
-119.78,36.65,2066
-118.4,34.15,4095
-119.79,36.32,3179
-122.41,37.77,15781
-117.87,33.7,10863
-117.79,33.71,10635
-118.18,34.05,7179
-117.93,34.08,6176
-117.06,32.59,14740
-122.16,37.42,18348
-118.29,34.25,3379
-121.91,37.44,17870
-122.15,37.74,612
-122.29,37.56,16986
-118.29,33.98,5065
-117.67,34.04,13330
-122.3,37.53,16956
-121.87,37.34,17546
-122.42,37.8,15640
-119.67,36.72,2045
-117.22,34.07,13713
-118.15,33.88,7853
-119.36,36.33,19871
-117.68,34.0,13219
-119.58,36.83,2363
-118.1,34.1,6809
-121.06,39.04,10005
-121.49,38.53,12595
-118.26,34.06,4587
-121.3,38.04,16371
-119.08,35.36,2915
-118.16,34.01,7259
-118.19,33.81,8082
-118.12,33.83,8028
-121.22,39.11,10008
-115.37,32.81,2701
-118.41,33.93,8559
-116.24,33.71,12412
-118.09,34.63,9106
-122.37,40.55,18729
-122.21,37.77,253
-118.18,33.84,8071
-117.99,35.16,3133
-118.27,34.46,9141
-118.36,34.03,4802
-117.04,32.67,14230
-118.52,34.19,3917
-121.14,39.1,10010
-118.17,34.06,7169
-118.0,34.08,6497
-118.97,35.37,2943
-123.84,39.83,9458
-120.92,38.86,1920
-122.25,37.49,17038
-121.26,38.64,12945
-121.47,38.57,12492
-117.31,34.39,13874
-117.39,34.04,13494
-118.18,34.22,6576
-117.9,34.11,6125
-117.03,32.69,14236
-115.94,33.38,2769
-118.38,34.05,4738
-122.5,37.76,16104
-118.12,33.8,8172
-116.53,33.85,12341
-122.33,38.33,9921
-122.54,37.98,9309
-121.18,39.25,10015
-122.02,38.25,18980
-118.6,34.2,3960
-121.84,38.65,20567
-121.83,37.27,18419
-116.92,32.79,15056
-121.89,37.35,17538
-118.71,34.29,20495
-118.16,34.02,7221
-117.9,33.9,10144
-118.86,34.22,20398
-117.82,33.76,11017
-117.14,32.71,14300
-122.69,39.04,3288
-117.79,33.76,11000
-119.68,36.79,2352
-122.17,40.2,19735
-117.11,32.77,14079
-122.06,37.95,1401
-121.96,37.23,18040
-121.82,37.35,17754
-118.31,34.26,3399
-118.42,37.35,2789
-118.03,33.77,11582
-121.93,38.01,1349
-118.42,34.0,5450
-119.77,36.44,2461
-122.28,37.8,92
-120.89,37.52,19635
-118.24,33.99,4930
-122.17,37.75,380
-122.11,37.38,18290
-118.35,33.94,8415
-118.16,33.77,8270
-118.24,33.98,7275
-116.77,33.92,12284
-117.66,33.65,10371
-117.4,33.97,11908
-118.28,33.74,5662
-119.03,35.37,2908
-117.88,33.66,10769
-118.05,34.1,6469
-119.44,36.61,2414
-118.42,34.23,3634
-117.15,32.75,14030
-122.28,37.77,541
-122.45,37.78,15717
-119.37,36.19,19995
-118.16,34.04,7161
-118.1,33.93,7687
-118.49,34.15,4045
-121.64,39.74,1136
-121.53,39.52,1160
-117.38,33.14,15311
-117.0,32.73,14973
-121.81,37.33,17712
-118.39,34.28,3412
-121.63,37.12,18473
-122.91,38.43,19316
-118.25,33.98,7279
-122.42,37.8,15619
-118.29,34.11,4225
-117.24,32.75,14393
-117.68,33.59,10482
-122.39,37.73,15895
-117.96,33.92,10105
-116.34,33.36,15592
-117.2,34.12,13700
-119.87,36.78,2172
-117.93,33.73,11363
-124.14,40.57,2646
-121.96,37.95,1651
-121.32,38.89,11806
-118.33,33.96,8363
-118.27,34.03,4863
-118.3,33.82,5583
-122.46,37.79,16122
-118.1,34.13,6732
-118.3,34.03,4854
-118.17,33.86,7979
-120.92,37.7,19410
-117.92,33.86,10236
-117.18,32.68,14807
-118.3,34.08,4343
-117.71,34.07,13196
-118.35,33.88,8550
-118.2,33.9,7560
-122.28,37.87,444
-119.84,36.8,2258
-121.64,37.15,18471
-117.79,33.69,10595
-117.9,34.13,6112
-117.97,33.84,11152
-119.71,36.74,2123
-121.76,38.68,20549
-122.27,37.79,94
-119.22,34.27,20192
-120.25,38.03,20090
-116.45,33.78,12371
-121.86,37.32,17675
-121.23,36.33,9773
-120.33,39.3,11833
-122.39,37.78,15787
-117.9,33.65,10774
-122.43,37.77,15765
-119.03,36.08,20031
-122.01,37.38,18189
-118.26,33.92,7502
-118.23,33.88,7614
-124.09,40.55,2642
-117.97,33.94,10090
-119.68,34.42,17244
-122.15,37.41,18349
-121.92,38.34,19002
-118.24,33.93,5232
-118.02,34.15,6374
-119.13,36.13,20006
-118.54,34.18,3928
-117.44,33.94,11951
-118.03,33.71,11497
-122.17,37.87,1633
-122.0,37.98,1444
-117.15,32.91,14512
-118.95,35.38,2852
-117.96,33.66,11433
-118.51,34.16,4039
-121.44,38.56,12506
-122.01,37.4,17883
-119.04,35.36,2911
-118.16,34.02,7222
-121.62,36.14,9792
-120.43,34.93,17370
-117.26,33.84,12096
-117.7,34.0,13221
-117.75,33.64,10688
-117.23,33.79,12174
-117.75,34.06,6344
-118.26,33.89,7602
-117.95,34.05,6229
-121.88,37.34,17535
-118.28,34.08,4396
-117.34,34.11,13516
-122.13,37.45,18321
-118.46,34.23,3609
-121.92,37.34,17512
-122.43,37.73,15923
-117.38,33.99,11879
-117.99,33.81,11255
-118.3,33.72,5668
-118.19,34.12,4145
-118.01,33.74,11550
-117.59,33.66,10410
-119.18,34.16,20294
-122.25,37.81,103
-120.97,37.61,19568
-118.82,35.23,3163
-117.32,34.48,13857
-118.15,33.89,7854
-118.18,33.97,7362
-121.27,38.65,12943
-118.36,33.82,8755
-118.31,34.03,4853
-118.37,33.81,8758
-120.65,35.29,16646
-118.06,34.11,6458
-122.04,37.65,707
-118.37,33.82,8671
-122.92,38.97,3324
-121.93,36.59,9808
-121.07,40.85,3348
-122.25,39.79,2517
-118.13,34.13,6703
-117.97,33.65,11435
-118.15,33.93,7735
-118.4,34.07,8860
-117.72,33.49,10472
-118.28,34.03,4876
-121.56,39.27,20635
-122.47,37.85,9413
-122.17,40.11,19762
-118.2,34.14,4120
-117.07,32.76,14133
-118.45,34.19,3829
-118.37,33.77,8800
-117.89,33.86,10234
-122.7,38.45,19192
-123.19,39.12,9529
-121.94,38.89,20578
-118.43,34.2,3722
-117.16,33.92,12135
-120.82,37.54,19644
-121.9,37.28,17640
-121.97,37.24,18045
-118.38,34.05,4735
-121.16,38.74,11745
-117.25,32.75,14397
-117.46,34.14,13403
-117.97,33.94,10089
-118.19,34.05,7175
-117.13,34.17,13958
-122.28,37.79,537
-118.03,34.11,6414
-122.0,38.25,18981
-122.29,37.51,17028
-118.26,34.11,4213
-122.25,37.89,422
-120.11,34.62,17330
-122.25,37.8,173
-119.71,36.8,2132
-119.74,36.74,2108
-117.88,33.74,10943
-121.91,37.3,17595
-122.04,39.72,2534
-118.26,34.06,4569
-116.12,33.53,12433
-122.46,37.73,16025
-117.12,32.57,14787
-118.98,35.39,2892
-118.09,33.93,7680
-123.83,41.88,1865
-122.31,40.47,18775
-122.22,37.47,17089
-116.41,33.74,12392
-122.55,38.42,19085
-122.16,38.07,18924
-122.44,37.8,15670
-118.21,33.97,7368
-117.91,33.83,11201
-122.84,38.07,9428
-120.79,37.53,19641
-119.57,36.27,3232
-117.53,34.02,11994
-116.38,33.74,12376
-117.25,34.15,13608
-122.34,37.93,1808
-119.71,36.82,2326
-120.78,38.74,1954
-121.28,38.11,16464
-118.44,33.95,5561
-122.0,38.03,1363
-121.3,38.73,11769
-118.28,33.73,5663
-117.1,32.96,15186
-118.25,34.13,5819
-122.47,37.72,16022
-121.96,37.06,18634
-118.99,35.35,2951
-118.52,34.24,3575
-122.18,37.77,305
-122.5,37.76,16094
-118.14,33.91,7829
-121.34,38.66,12885
-122.12,38.01,1376
-117.82,33.77,11012
-117.07,33.03,15176
-122.18,37.77,304
-121.44,38.63,12787
-121.29,38.03,16377
-118.0,33.76,11578
-120.66,38.61,1975
-119.48,36.44,19823
-117.86,33.79,11058
-121.9,37.32,17566
-118.09,33.76,11532
-118.01,33.78,11589
-118.9,34.17,20372
-122.0,37.32,18121
-117.38,34.09,13469
-122.84,38.42,19291
-119.65,36.33,3217
-118.32,33.8,8777
-117.22,33.36,15363
-118.42,34.19,3724
-121.83,37.29,17697
-116.98,32.77,15038
-121.47,38.52,12646
-122.16,37.72,633
-116.52,32.9,15591
-119.6,36.66,2431
-118.36,33.96,8383
-118.07,34.0,6960
-118.3,34.0,4981
-121.95,37.35,17935
-118.18,33.91,7554
-117.97,33.63,11436
-116.33,33.72,12396
-122.06,38.25,18953
-121.89,37.99,1336
-121.17,38.68,13037
-121.33,37.97,16230
-117.12,32.77,14081
-122.26,37.38,17173
-121.83,37.28,18407
-118.12,33.96,7698
-117.03,32.79,15021
-117.37,33.19,15306
-117.07,32.69,14842
-118.27,33.82,7644
-123.04,38.49,19318
-117.93,33.83,11189
-117.38,33.89,12087
-118.25,33.97,7383
-121.43,38.57,12463
-118.36,34.03,4767
-118.22,34.1,4172
-118.56,34.2,3962
-122.3,37.87,438
-119.2,34.19,20279
-117.81,33.76,11018
-121.79,37.69,1005
-118.41,33.88,8637
-117.11,32.74,14113
-118.54,34.37,9180
-116.39,33.82,12319
-117.09,32.98,15213
-118.5,34.02,8892
-118.05,34.13,6401
-118.29,34.04,4836
-119.7,36.75,2122
-116.71,33.75,12306
-118.1,33.97,7032
-122.26,40.58,18767
-117.51,34.41,13792
-120.59,37.59,19585
-118.48,34.26,3514
-116.88,34.19,13981
-117.11,32.76,14092
-118.43,34.03,5400
-122.07,37.66,758
-121.47,38.63,12809
-121.95,37.26,17625
-118.63,34.24,3546
-119.78,36.31,3181
-118.26,33.88,7610
-122.32,40.71,18764
-118.4,34.01,8961
-116.86,32.8,15053
-122.21,37.79,218
-122.25,37.49,17040
-117.88,34.11,6100
-118.27,33.82,7645
-119.18,34.26,20200
-121.47,38.61,12811
-122.24,37.8,177
-117.91,33.82,11213
-118.07,33.9,7796
-117.86,33.75,10904
-119.83,36.8,2253
-117.27,33.02,15255
-120.84,37.49,19664
-118.95,34.17,20363
-117.93,33.65,10841
-122.71,38.35,19150
-122.41,37.94,1795
-118.31,34.06,4647
-117.64,33.48,10463
-118.35,33.96,8374
-122.45,37.77,15756
-117.9,33.65,10772
-118.54,34.18,4030
-121.39,38.62,12760
-118.35,34.03,4776
-118.29,33.85,5575
-118.31,33.88,8511
-121.17,38.76,11755
-122.22,38.1,18868
-121.9,37.36,17502
-117.82,33.73,10995
-118.35,34.03,4797
-121.35,38.46,13103
-121.28,38.77,11780
-122.45,37.9,9387
-117.86,33.61,10667
-114.57,33.57,12453
-120.2,37.8,20112
-122.08,37.88,1606
-121.28,38.75,11774
-117.99,33.72,11487
-118.3,33.93,8332
-117.99,33.69,11428
-122.15,37.72,639
-119.04,35.95,20064
-121.86,37.41,17837
-117.9,33.84,11112
-121.34,38.58,12735
-118.28,33.96,5144
-117.83,33.82,11044
-118.38,33.84,8665
-117.28,34.15,13563
-119.73,36.8,2128
-121.12,38.86,11741
-117.3,33.23,15330
-121.74,37.35,18500
-122.42,37.75,15821
-121.75,36.91,18575
-119.3,36.35,19861
-117.98,33.87,10172
-122.26,37.9,404
-116.95,32.74,14951
-122.45,37.79,15697
-122.08,37.03,18617
-117.97,33.84,11154
-118.0,33.81,11244
-117.29,34.09,13596
-118.16,33.77,8274
-117.27,33.22,15416
-118.37,34.18,3755
-118.11,33.81,8154
-121.42,38.53,12576
-118.26,34.0,4934
-119.19,34.19,20281
-120.65,35.27,16649
-116.48,33.61,12313
-119.01,34.23,20335
-118.42,34.26,3439
-122.0,37.28,18073
-122.26,37.83,40
-116.99,32.78,15035
-122.13,37.72,652
-121.91,36.6,9848
-118.02,34.05,6550
-117.18,32.7,14816
-118.38,34.18,3760
-121.56,37.08,18481
-118.17,34.07,4481
-118.7,34.3,20498
-122.74,38.45,19260
-117.23,32.8,14433
-122.2,37.4,17160
-120.38,36.75,2501
-122.97,38.53,19325
-121.36,38.62,12743
-118.27,34.17,5752
-117.6,34.11,13385
-122.01,39.21,1255
-118.43,34.06,5318
-118.52,34.4,9178
-121.35,38.56,13092
-117.71,34.04,13213
-119.85,36.8,2211
-118.25,34.01,4898
-120.63,35.13,16679
-122.04,37.54,932
-117.05,32.76,14171
-122.28,37.88,443
-117.99,33.73,11485
-118.12,33.89,7865
-117.26,33.09,15501
-119.13,36.3,19887
-122.49,37.76,16062
-121.74,37.29,17748
-122.27,37.83,35
-118.36,34.17,5874
-121.87,37.29,17682
-118.12,34.04,6908
-122.05,37.36,18155
-118.6,34.13,9005
-117.25,32.8,14426
-118.35,34.07,4688
-119.37,36.35,19865
-118.15,34.59,9112
-121.34,37.99,16321
-118.09,33.95,7040
-122.41,37.73,15940
-117.15,32.74,14032
-118.26,34.06,4564
-118.1,33.98,7024
-117.94,33.88,10185
-118.38,33.77,8802
-117.23,34.11,13703
-118.52,34.3,3482
-118.37,34.07,4696
-121.83,37.32,17703
-117.27,34.24,13938
-121.32,37.96,16218
-117.21,34.13,13699
-117.2,34.24,13948
-122.49,37.78,16134
-117.05,33.13,15566
-121.94,37.56,889
-121.23,39.27,10026
-121.78,37.66,1021
-122.4,37.72,15939
-118.27,34.25,3381
-117.11,32.91,15202
-118.28,33.85,7629
-118.21,33.82,8092
-118.39,37.36,2793
-119.29,36.12,19963
-120.81,37.53,19643
-118.22,33.93,7484
-117.01,32.8,14727
-117.66,33.58,10390
-119.19,35.96,20053
-118.31,34.07,4620
-117.55,33.88,12052
-122.01,37.28,18072
-118.13,33.85,8002
-117.2,33.72,12148
-118.36,33.84,8723
-118.3,34.07,4617
-122.2,37.78,274
-117.64,35.61,3113
-122.17,37.45,17141
-118.37,33.82,8752
-122.34,37.99,1719
-118.37,33.81,8764
-120.41,34.96,17380
-118.44,34.16,3863
-122.1,37.39,18253
-118.13,34.19,6607
-117.66,33.63,10375
-122.35,37.56,16916
-117.81,33.77,11020
-121.7,37.93,1274
-120.85,35.37,16623
-122.69,38.27,19127
-118.18,34.01,7209
-122.22,38.1,18867
-122.57,37.98,9346
-121.18,38.07,16490
-117.22,33.21,15437
-117.26,33.86,12089
-119.32,36.19,19990
-118.14,34.69,9078
-120.77,37.01,9638
-119.17,34.26,20191
-118.1,34.12,6736
-118.4,34.19,3736
-118.29,34.02,4859
-118.02,33.9,7119
-118.67,34.27,20493
-118.38,34.2,3711
-121.94,37.73,1544
-121.3,38.03,16372
-122.29,40.44,18772
-117.99,34.07,6136
-118.14,33.88,7876
-118.39,34.17,3781
-118.17,33.8,8130
-122.25,37.82,520
-118.75,34.28,20462
-120.04,39.24,11725
-117.24,32.79,14416
-121.31,37.99,16360
-120.27,37.12,9221
-118.15,34.07,6852
-119.09,36.21,19969
-118.03,34.16,6376
-121.91,37.42,17864
-118.57,34.29,3489
-117.28,35.13,13983
-121.56,39.08,20613
-121.97,37.96,1454
-122.03,36.96,18551
-117.16,34.06,13756
-118.19,34.02,4545
-122.09,37.68,717
-117.71,33.97,13183
-118.25,34.02,4894
-118.22,33.94,7481
-118.16,33.88,7956
-118.06,34.08,6507
-116.92,32.76,14961
-117.36,33.2,15317
-119.94,38.92,1880
-118.49,34.28,3475
-117.09,32.77,14087
-116.83,32.83,15054
-118.41,34.0,8981
-118.71,34.27,20469
-117.26,33.26,15350
-117.13,32.91,14520
-120.61,35.1,16701
-117.24,33.19,15447
-118.41,34.27,3440
-118.33,34.08,4328
-124.25,40.28,2657
-117.9,33.69,10854
-116.97,32.81,15080
-122.7,38.23,19133
-117.9,33.66,10852
-118.48,34.04,8901
-120.49,37.3,9611
-118.33,33.93,8418
-122.09,37.64,794
-117.6,33.72,10356
-117.88,33.88,10221
-121.3,38.02,16380
-118.02,33.94,7073
-119.76,36.77,2146
-118.36,34.16,3801
-121.47,38.48,12636
-120.24,39.67,18819
-121.83,37.21,18387
-117.25,34.06,13678
-121.61,37.86,1279
-117.44,33.99,11977
-118.36,33.89,8539
-118.25,33.93,7496
-117.9,33.61,10750
-118.37,33.85,8714
-118.05,33.84,11621
-121.91,37.33,17524
-118.32,34.02,5004
-121.81,37.32,17708
-117.49,34.04,13422
-121.29,38.13,16458
-121.06,39.03,10007
-122.62,37.85,9421
-118.4,33.87,8647
-121.63,36.67,9702
-122.24,37.8,176
-117.13,32.73,14291
-118.14,34.18,6627
-121.03,37.62,19515
-118.32,33.86,8687
-121.28,38.14,16448
-119.37,36.47,19821
-117.6,34.03,13357
-117.23,34.12,13704
-118.42,37.36,2790
-118.0,33.82,11159
-122.36,37.95,1781
-117.97,33.66,11448
-122.24,37.55,17069
-118.2,33.79,8112
-122.27,38.0,1697
-117.81,33.73,10990
-118.44,34.31,3459
-117.03,32.61,14919
-119.55,36.6,2424
-122.18,37.45,17144
-122.29,37.89,388
-117.97,34.07,6141
-118.19,34.14,4130
-117.68,34.07,13285
-118.54,34.21,3873
-122.56,37.98,9349
-118.61,35.08,3151
-117.98,33.86,10173
-117.25,33.21,15435
-122.25,40.15,19761
-117.37,33.98,11886
-121.23,37.84,16553
-122.15,37.47,17131
-117.4,34.15,13425
-120.96,40.28,3353
-118.64,34.19,3985
-122.28,37.88,430
-118.03,33.85,11654
-118.31,34.07,4631
-117.74,34.02,6049
-122.15,37.69,668
-120.4,34.86,17342
-124.09,40.88,2591
-117.95,33.63,10816
-119.33,36.32,19928
-121.39,38.63,12758
-122.56,40.75,18792
-118.49,34.28,3474
-121.0,37.64,19525
