housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,house_id
29.0,2470.0,560.0,1589.0,513.0,3.1801,190500.0,<1H OCEAN,11263
18.0,3628.0,546.0,1922.0,544.0,7.5057,328500.0,<1H OCEAN,11653
19.0,2237.0,433.0,1158.0,426.0,6.7718,368300.0,<1H OCEAN,18177
33.0,2892.0,617.0,1250.0,581.0,5.3727,360900.0,NEAR BAY,18305
17.0,2863.0,665.0,715.0,467.0,2.6048,148200.0,<1H OCEAN,15172
34.0,3078.0,477.0,1226.0,487.0,4.601,150000.0,INLAND,19667
41.0,3138.0,717.0,1890.0,642.0,2.4864,140400.0,<1H OCEAN,9877
22.0,894.0,232.0,754.0,222.0,2.0096,110700.0,<1H OCEAN,7515
19.0,2595.0,621.0,1728.0,571.0,3.668,243800.0,<1H OCEAN,10504
15.0,6828.0,1319.0,3002.0,1318.0,2.4726,143400.0,INLAND,9990
33.0,2446.0,396.0,1209.0,412.0,4.3958,145600.0,INLAND,13272
8.0,2378.0,638.0,1410.0,623.0,2.9097,152500.0,<1H OCEAN,15097
39.0,2467.0,529.0,1433.0,502.0,1.8571,53500.0,INLAND,19780
15.0,2752.0,546.0,1422.0,545.0,3.2813,175000.0,<1H OCEAN,16717
27.0,173.0,35.0,117.0,34.0,2.0833,45000.0,INLAND,12454
13.0,2300.0,513.0,1151.0,488.0,2.1571,81500.0,INLAND,18852
9.0,5904.0,1165.0,3489.0,1063.0,3.125,92800.0,INLAND,13844
22.0,2855.0,667.0,2453.0,624.0,3.1312,91000.0,INLAND,12048
52.0,2721.0,581.0,1043.0,519.0,3.7545,383700.0,NEAR BAY,15836
38.0,1204.0,268.0,921.0,247.0,4.4464,215400.0,NEAR OCEAN,16866
25.0,3409.0,493.0,1699.0,484.0,5.653,225800.0,<1H OCEAN,20479
17.0,2994.0,832.0,1571.0,695.0,2.5902,85400.0,INLAND,9062
33.0,3626.0,502.0,1348.0,480.0,7.6107,423200.0,NEAR BAY,1632
16.0,3290.0,686.0,1497.0,655.0,2.6875,178200.0,<1H OCEAN,16702
32.0,3058.0,595.0,1267.0,540.0,6.4949,417800.0,NEAR BAY,18308
38.0,1208.0,321.0,1225.0,317.0,1.4663,64000.0,INLAND,13552
43.0,1408.0,246.0,651.0,240.0,4.5795,400000.0,<1H OCEAN,5412
24.0,1824.0,331.0,1049.0,320.0,5.9181,221100.0,NEAR OCEAN,20186
24.0,4401.0,698.0,1818.0,685.0,7.2986,500001.0,<1H OCEAN,18091
13.0,2085.0,322.0,1077.0,333.0,5.2149,146500.0,INLAND,18731
52.0,1368.0,322.0,617.0,303.0,5.3819,440900.0,<1H OCEAN,4710
14.0,4321.0,582.0,2025.0,578.0,8.3634,355100.0,<1H OCEAN,10545
13.0,3682.0,668.0,1606.0,668.0,2.1875,119700.0,INLAND,13863
51.0,2378.0,584.0,1083.0,494.0,1.577,51900.0,INLAND,19751
33.0,2053.0,418.0,1154.0,405.0,4.0455,197200.0,<1H OCEAN,11677
32.0,3776.0,620.0,1790.0,612.0,5.4675,261100.0,<1H OCEAN,17647
18.0,3753.0,752.0,1454.0,668.0,3.7585,185700.0,<1H OCEAN,9989
36.0,2127.0,314.0,807.0,306.0,8.1596,500001.0,<1H OCEAN,8586
24.0,2739.0,414.0,1171.0,413.0,4.8155,162900.0,<1H OCEAN,17374
22.0,3770.0,727.0,1657.0,762.0,4.8021,457500.0,NEAR BAY,18266
24.0,3856.0,567.0,1741.0,588.0,7.248,302700.0,<1H OCEAN,11490
41.0,1278.0,308.0,839.0,280.0,1.4702,58300.0,INLAND,12560
16.0,2753.0,494.0,1414.0,459.0,3.8323,128300.0,INLAND,18761
19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,14286
35.0,7517.0,2961.0,5899.0,2769.0,1.9354,340000.0,<1H OCEAN,4267
14.0,1651.0,279.0,633.0,261.0,4.2802,194800.0,INLAND,10005
52.0,1186.0,341.0,1038.0,320.0,1.6116,70500.0,INLAND,12479
45.0,1222.0,220.0,492.0,205.0,5.539,396900.0,NEAR OCEAN,16963
30.0,1484.0,414.0,1200.0,351.0,1.7548,95800.0,<1H OCEAN,9780
37.0,1495.0,429.0,865.0,342.0,1.2188,55000.0,INLAND,12297
32.0,1702.0,348.0,1016.0,350.0,2.5,73600.0,INLAND,19942
25.0,10336.0,2596.0,7111.0,2419.0,3.3627,197900.0,<1H OCEAN,11068
24.0,1684.0,232.0,781.0,230.0,6.8667,279600.0,<1H OCEAN,10349
7.0,3703.0,679.0,1375.0,608.0,4.9219,368400.0,NEAR OCEAN,18678
36.0,4003.0,647.0,1337.0,631.0,7.723,500001.0,<1H OCEAN,6719
19.0,1658.0,427.0,648.0,378.0,3.8698,500001.0,<1H OCEAN,5492
43.0,1005.0,200.0,492.0,172.0,2.6812,72800.0,INLAND,16248
24.0,5783.0,1256.0,1990.0,1151.0,1.9014,83500.0,<1H OCEAN,12151
5.0,3511.0,1008.0,1599.0,918.0,3.8542,176600.0,NEAR OCEAN,14507
44.0,1167.0,237.0,733.0,237.0,4.2083,168300.0,<1H OCEAN,7799
31.0,2587.0,531.0,1227.0,489.0,2.3578,88600.0,INLAND,13489
41.0,337.0,65.0,198.0,50.0,1.8929,152900.0,<1H OCEAN,3693
26.0,1705.0,279.0,642.0,236.0,2.6591,180500.0,INLAND,19598
29.0,1945.0,269.0,826.0,275.0,8.248,498800.0,<1H OCEAN,18084
31.0,1727.0,342.0,879.0,345.0,3.8125,166300.0,NEAR OCEAN,14666
30.0,2406.0,462.0,1753.0,456.0,4.485,180600.0,<1H OCEAN,11260
28.0,1263.0,248.0,601.0,219.0,3.875,174000.0,INLAND,13261
24.0,3148.0,908.0,2850.0,839.0,1.9549,221500.0,<1H OCEAN,3718
23.0,2668.0,528.0,1510.0,524.0,3.3669,158900.0,<1H OCEAN,15087
17.0,4199.0,629.0,2020.0,630.0,6.1228,375700.0,NEAR BAY,16992
36.0,1596.0,234.0,654.0,223.0,8.2064,500001.0,NEAR OCEAN,8789
16.0,30.0,3.0,49.0,8.0,4.625,250000.0,INLAND,13607
8.0,2770.0,642.0,1611.0,633.0,3.1284,115100.0,INLAND,16474
14.0,5156.0,880.0,616.0,281.0,3.3462,145200.0,INLAND,11871
15.0,2143.0,286.0,929.0,315.0,5.7306,269700.0,<1H OCEAN,17337
26.0,1474.0,417.0,1065.0,401.0,1.375,84400.0,<1H OCEAN,9522
7.0,11232.0,1791.0,4218.0,1644.0,5.2713,216500.0,INLAND,12103
43.0,1781.0,342.0,663.0,358.0,4.7,293800.0,<1H OCEAN,17224
34.0,1552.0,444.0,2093.0,413.0,2.2125,103200.0,<1H OCEAN,7568
19.0,2571.0,791.0,1205.0,783.0,1.62,131300.0,NEAR OCEAN,14869
52.0,3219.0,969.0,1152.0,830.0,4.2042,500001.0,NEAR BAY,15705
21.0,2475.0,341.0,812.0,308.0,7.2589,320400.0,NEAR BAY,18936
5.0,3621.0,632.0,1546.0,567.0,5.753,322800.0,<1H OCEAN,10509
27.0,1612.0,234.0,630.0,255.0,5.318,155100.0,INLAND,16311
5.0,208.0,78.0,132.0,56.0,2.5333,75000.0,INLAND,13887
28.0,5448.0,1089.0,2100.0,1023.0,4.7475,474600.0,NEAR BAY,9388
35.0,2615.0,525.0,1312.0,547.0,4.1339,238200.0,NEAR OCEAN,14391
29.0,1617.0,235.0,758.0,246.0,7.7932,469900.0,NEAR OCEAN,17105
25.0,5187.0,934.0,2725.0,860.0,4.1865,154300.0,INLAND,12009
16.0,3973.0,595.0,1971.0,575.0,6.4265,263700.0,<1H OCEAN,10284
13.0,4760.0,938.0,309.0,132.0,5.4618,147800.0,INLAND,13966
14.0,3335.0,440.0,1329.0,429.0,6.2082,250300.0,INLAND,12935
25.0,5950.0,1155.0,4528.0,1064.0,4.2564,204600.0,<1H OCEAN,10339
32.0,2098.0,378.0,1036.0,385.0,5.0258,255400.0,<1H OCEAN,7722
33.0,896.0,208.0,843.0,200.0,3.5,183000.0,<1H OCEAN,7633
25.0,2135.0,691.0,566.0,320.0,2.6902,212500.0,NEAR OCEAN,14418
39.0,3184.0,593.0,1188.0,572.0,4.6923,192000.0,INLAND,12586
18.0,1943.0,587.0,1329.0,522.0,1.7696,103100.0,NEAR OCEAN,14099
17.0,2866.0,442.0,1354.0,431.0,4.5764,257300.0,<1H OCEAN,15362
28.0,1778.0,605.0,2184.0,574.0,1.9189,165900.0,<1H OCEAN,6531
18.0,1984.0,379.0,1078.0,359.0,3.2969,229900.0,<1H OCEAN,9732
21.0,5639.0,894.0,2670.0,871.0,6.0809,270000.0,NEAR OCEAN,18613
10.0,2653.0,621.0,1967.0,598.0,2.6643,81000.0,INLAND,12303
36.0,2024.0,,1030.0,390.0,3.8233,139800.0,NEAR OCEAN,14174
33.0,2873.0,489.0,1946.0,475.0,5.0709,176400.0,<1H OCEAN,17695
25.0,3223.0,524.0,1763.0,508.0,5.2887,183000.0,<1H OCEAN,9165
14.0,5104.0,1026.0,3513.0,972.0,3.2148,117000.0,INLAND,12132
52.0,1591.0,372.0,817.0,357.0,2.1411,97200.0,NEAR BAY,18885
23.0,2377.0,403.0,1101.0,408.0,5.3439,227100.0,<1H OCEAN,11073
15.0,2654.0,530.0,1267.0,489.0,2.8393,104400.0,INLAND,9204
42.0,343.0,50.0,116.0,49.0,5.5376,212500.0,INLAND,16394
35.0,2576.0,443.0,1273.0,433.0,4.7391,272800.0,NEAR OCEAN,16769
24.0,4880.0,1044.0,4516.0,1050.0,4.1387,157700.0,<1H OCEAN,7782
31.0,2247.0,573.0,1711.0,511.0,3.2642,185600.0,NEAR BAY,17127
29.0,2045.0,398.0,912.0,368.0,3.0189,144100.0,<1H OCEAN,15076
7.0,4584.0,1051.0,2049.0,918.0,1.6232,93400.0,INLAND,13855
47.0,3007.0,524.0,1152.0,486.0,4.0,141500.0,NEAR BAY,18892
24.0,2868.0,527.0,1284.0,487.0,3.3182,213000.0,INLAND,12909
52.0,8.0,1.0,13.0,1.0,15.0001,500001.0,NEAR BAY,16172
37.0,1061.0,202.0,768.0,206.0,4.75,161900.0,<1H OCEAN,7810
42.0,4261.0,840.0,2013.0,801.0,3.5288,221000.0,<1H OCEAN,9707
23.0,8800.0,1857.0,6330.0,1832.0,2.065,219400.0,INLAND,20545
11.0,3934.0,697.0,901.0,345.0,4.2381,242700.0,INLAND,9676
24.0,10281.0,1689.0,4926.0,1629.0,4.7946,251200.0,<1H OCEAN,11084
44.0,2469.0,568.0,1363.0,517.0,1.8396,77100.0,INLAND,13578
39.0,1874.0,411.0,822.0,377.0,2.5038,68300.0,INLAND,19684
34.0,1980.0,385.0,970.0,391.0,5.1207,310900.0,NEAR OCEAN,17012
16.0,2229.0,458.0,1199.0,445.0,3.4821,170600.0,INLAND,16587
30.0,1576.0,282.0,1004.0,284.0,4.8015,179700.0,<1H OCEAN,3501
37.0,2191.0,394.0,951.0,362.0,3.8882,159500.0,INLAND,12742
43.0,940.0,208.0,690.0,181.0,2.3056,62300.0,INLAND,16259
22.0,2101.0,399.0,1551.0,371.0,4.1518,136900.0,NEAR OCEAN,14741
16.0,1532.0,240.0,679.0,248.0,5.7115,313900.0,<1H OCEAN,10595
16.0,238.0,51.0,93.0,50.0,5.375,215700.0,<1H OCEAN,10975
14.0,6337.0,1593.0,3909.0,1480.0,2.0643,106500.0,INLAND,19671
35.0,1140.0,193.0,486.0,199.0,4.6908,500001.0,NEAR OCEAN,17150
17.0,3095.0,442.0,1173.0,424.0,13.2986,500001.0,NEAR BAY,17163
38.0,833.0,206.0,570.0,182.0,1.8333,127100.0,NEAR OCEAN,14827
42.0,801.0,176.0,711.0,183.0,1.8681,59700.0,INLAND,13559
34.0,3580.0,684.0,2786.0,636.0,4.0469,166800.0,<1H OCEAN,6240
25.0,8110.0,1264.0,3613.0,1232.0,6.0609,264900.0,<1H OCEAN,11550
35.0,365.0,98.0,463.0,112.0,2.5588,78800.0,NEAR OCEAN,14314
44.0,1668.0,380.0,1143.0,365.0,3.2083,181900.0,<1H OCEAN,17505
29.0,2644.0,464.0,1372.0,450.0,5.0544,261800.0,<1H OCEAN,19130
52.0,2134.0,277.0,936.0,285.0,5.9245,484600.0,NEAR OCEAN,16019
15.0,869.0,217.0,887.0,216.0,1.4583,84200.0,NEAR OCEAN,14240
25.0,1323.0,208.0,852.0,229.0,4.6167,237300.0,<1H OCEAN,11333
20.0,1732.0,307.0,999.0,305.0,3.9808,160200.0,INLAND,13123
44.0,1853.0,556.0,2090.0,539.0,1.8584,248100.0,NEAR OCEAN,5662
18.0,6100.0,1018.0,3112.0,982.0,4.9932,284000.0,<1H OCEAN,6331
36.0,2933.0,881.0,2077.0,838.0,2.2538,181300.0,NEAR OCEAN,8254
24.0,4341.0,646.0,1929.0,703.0,5.4298,279600.0,<1H OCEAN,20333
16.0,3914.0,819.0,1524.0,795.0,2.415,137500.0,INLAND,9051
45.0,2092.0,451.0,1190.0,429.0,3.8021,323000.0,<1H OCEAN,8984
15.0,1575.0,262.0,716.0,259.0,5.3409,244600.0,<1H OCEAN,19217
28.0,1617.0,507.0,1158.0,486.0,1.9688,165600.0,<1H OCEAN,6975
28.0,1909.0,398.0,1140.0,380.0,2.3783,81400.0,INLAND,19445
16.0,6457.0,1336.0,4375.0,1231.0,5.1788,267000.0,NEAR OCEAN,16746
18.0,4224.0,632.0,1907.0,641.0,4.8226,139900.0,INLAND,20569
37.0,2733.0,460.0,1378.0,476.0,5.3041,235700.0,<1H OCEAN,11029
7.0,13703.0,2352.0,4446.0,1856.0,6.4335,260600.0,<1H OCEAN,14685
35.0,928.0,264.0,538.0,248.0,2.4583,197900.0,NEAR OCEAN,15310
52.0,2515.0,576.0,1209.0,540.0,3.5912,284900.0,NEAR BAY,15904
52.0,954.0,233.0,533.0,239.0,1.3021,100000.0,INLAND,13727
25.0,1142.0,162.0,486.0,150.0,7.1472,270100.0,<1H OCEAN,10243
52.0,241.0,69.0,385.0,64.0,2.619,212500.0,<1H OCEAN,17510
6.0,3254.0,465.0,1168.0,345.0,5.1811,188400.0,INLAND,13106
25.0,394.0,94.0,155.0,83.0,2.233,55000.0,INLAND,13047
47.0,1159.0,250.0,810.0,244.0,2.7787,56000.0,INLAND,12559
36.0,3583.0,642.0,1711.0,602.0,3.9745,170800.0,NEAR OCEAN,14703
18.0,3312.0,705.0,1251.0,512.0,3.0139,82600.0,INLAND,13917
33.0,2120.0,349.0,907.0,336.0,7.5443,283000.0,<1H OCEAN,17996
52.0,1185.0,660.0,1007.0,623.0,1.4552,450000.0,NEAR BAY,15655
18.0,3574.0,504.0,1803.0,536.0,6.7836,274100.0,<1H OCEAN,18403
32.0,1290.0,304.0,852.0,309.0,1.4429,54600.0,INLAND,19947
15.0,3148.0,1116.0,3556.0,1037.0,3.0466,159600.0,<1H OCEAN,17773
52.0,1128.0,207.0,450.0,197.0,3.3542,154600.0,NEAR BAY,9890
38.0,790.0,275.0,664.0,194.0,3.0357,175000.0,<1H OCEAN,4297
39.0,3184.0,593.0,1188.0,572.0,4.6923,192000.0,INLAND,12586
34.0,3045.0,570.0,1002.0,488.0,5.623,500001.0,<1H OCEAN,17291
52.0,2005.0,359.0,847.0,356.0,4.1029,500001.0,NEAR BAY,16119
28.0,1079.0,306.0,1358.0,285.0,2.52,131900.0,<1H OCEAN,4500
17.0,3511.0,636.0,1904.0,617.0,3.1111,113900.0,INLAND,9549
23.0,1771.0,356.0,1105.0,338.0,3.7049,192200.0,INLAND,13162
11.0,4934.0,929.0,2508.0,840.0,2.625,155400.0,INLAND,12164
17.0,2248.0,448.0,878.0,423.0,5.1298,246000.0,NEAR OCEAN,10443
34.0,2144.0,372.0,899.0,378.0,3.3021,158800.0,INLAND,11812
11.0,72.0,16.0,150.0,20.0,2.625,250000.0,<1H OCEAN,8919
31.0,2567.0,624.0,1255.0,582.0,2.5909,159100.0,NEAR OCEAN,14160
33.0,1597.0,,1888.0,423.0,3.055,157800.0,<1H OCEAN,10237
52.0,1835.0,330.0,777.0,317.0,3.7159,315400.0,INLAND,6622
23.0,2864.0,504.0,1298.0,499.0,3.2303,131800.0,INLAND,16446
36.0,1380.0,269.0,598.0,262.0,3.1667,122900.0,INLAND,11924
21.0,2376.0,475.0,1175.0,441.0,3.6016,134600.0,INLAND,16506
15.0,3193.0,468.0,1303.0,426.0,5.3017,202600.0,NEAR BAY,9921
33.0,1143.0,172.0,508.0,174.0,4.9107,279900.0,<1H OCEAN,7130
19.0,2926.0,476.0,1349.0,480.0,4.6437,212900.0,INLAND,12933
33.0,2154.0,405.0,1655.0,434.0,5.7962,229800.0,<1H OCEAN,17884
26.0,1919.0,405.0,953.0,371.0,6.0672,420800.0,<1H OCEAN,5490
26.0,1387.0,226.0,807.0,244.0,4.1563,135700.0,INLAND,12974
36.0,1293.0,312.0,1128.0,335.0,2.1542,253900.0,NEAR OCEAN,20265
24.0,1088.0,268.0,1095.0,246.0,2.4191,107300.0,NEAR OCEAN,14906
24.0,1948.0,362.0,1286.0,364.0,3.6,139300.0,INLAND,13196
36.0,1508.0,323.0,1283.0,312.0,2.1205,60000.0,INLAND,19848
52.0,1788.0,313.0,792.0,294.0,3.75,280000.0,<1H OCEAN,6755
37.0,1756.0,345.0,836.0,335.0,4.375,218200.0,<1H OCEAN,8157
39.0,275.0,87.0,554.0,103.0,3.5972,158000.0,<1H OCEAN,10951
32.0,2238.0,471.0,1292.0,467.0,1.1705,110600.0,<1H OCEAN,7510
34.0,1761.0,329.0,965.0,329.0,5.399,358500.0,<1H OCEAN,8707
52.0,3117.0,468.0,1114.0,421.0,6.6756,500001.0,NEAR BAY,18340
52.0,24.0,6.0,46.0,7.0,1.625,67500.0,INLAND,6349
23.0,1481.0,343.0,1079.0,315.0,1.867,60600.0,INLAND,12794
24.0,1684.0,232.0,781.0,230.0,6.8667,279600.0,<1H OCEAN,10349
22.0,3335.0,754.0,1500.0,719.0,3.7315,197900.0,<1H OCEAN,11387
28.0,1784.0,440.0,1255.0,433.0,3.7054,169200.0,<1H OCEAN,10175
19.0,1853.0,415.0,772.0,397.0,2.2574,135800.0,INLAND,12902
52.0,1029.0,205.0,461.0,212.0,5.0782,310800.0,NEAR BAY,15856
15.0,2919.0,592.0,1130.0,579.0,2.5872,155600.0,NEAR OCEAN,15358
24.0,2237.0,434.0,834.0,318.0,1.7538,90300.0,INLAND,18808
14.0,3732.0,846.0,1277.0,775.0,2.5658,208000.0,NEAR BAY,19069
18.0,2233.0,471.0,919.0,388.0,3.2578,85200.0,INLAND,12333
15.0,2654.0,530.0,1267.0,489.0,2.8393,104400.0,INLAND,9204
50.0,1183.0,246.0,851.0,231.0,3.2639,142600.0,<1H OCEAN,4514
8.0,5686.0,1489.0,3250.0,1329.0,4.2782,327700.0,<1H OCEAN,18190
47.0,2310.0,484.0,1126.0,447.0,2.2083,97300.0,INLAND,19662
35.0,1599.0,284.0,721.0,287.0,4.125,120700.0,INLAND,11925
19.0,1285.0,195.0,650.0,193.0,6.0398,217800.0,<1H OCEAN,9154
13.0,1330.0,216.0,719.0,215.0,3.8295,149600.0,<1H OCEAN,14984
32.0,1251.0,220.0,700.0,232.0,3.9875,142900.0,NEAR OCEAN,15323
29.0,874.0,217.0,788.0,222.0,1.9187,57700.0,INLAND,16269
37.0,106.0,18.0,27.0,12.0,4.0556,131300.0,INLAND,13762
37.0,1761.0,409.0,1309.0,357.0,2.1875,175900.0,<1H OCEAN,5562
11.0,3170.0,420.0,1418.0,432.0,7.5118,361900.0,<1H OCEAN,20430
21.0,1932.0,266.0,860.0,286.0,7.1497,274000.0,<1H OCEAN,10348
30.0,1273.0,343.0,1082.0,325.0,2.5104,228100.0,<1H OCEAN,17240
41.0,2584.0,743.0,1058.0,668.0,3.2061,370000.0,<1H OCEAN,8927
10.0,2381.0,454.0,1323.0,477.0,2.6322,140700.0,INLAND,12173
26.0,2141.0,597.0,2038.0,585.0,2.2981,177700.0,<1H OCEAN,11573
17.0,2633.0,712.0,1487.0,694.0,2.5392,147000.0,NEAR OCEAN,14859
16.0,3275.0,529.0,1863.0,527.0,5.5429,269100.0,<1H OCEAN,17807
36.0,1727.0,340.0,952.0,337.0,4.7917,316000.0,NEAR OCEAN,16974
18.0,1703.0,360.0,354.0,163.0,3.6563,146900.0,INLAND,11712
5.0,2329.0,542.0,1213.0,514.0,4.0298,225600.0,NEAR OCEAN,14938
35.0,1756.0,328.0,1026.0,332.0,3.6,193500.0,<1H OCEAN,11108
52.0,1081.0,257.0,437.0,225.0,2.1979,114100.0,INLAND,16453
16.0,1466.0,196.0,661.0,209.0,6.2893,282700.0,<1H OCEAN,20432
25.0,2093.0,297.0,983.0,338.0,6.4664,271500.0,<1H OCEAN,17739
12.0,1159.0,209.0,523.0,159.0,2.7232,123200.0,INLAND,12096
50.0,2189.0,460.0,1097.0,469.0,2.4583,120900.0,<1H OCEAN,5016
19.0,2736.0,549.0,1432.0,503.0,2.6944,67700.0,INLAND,20030
44.0,1168.0,263.0,509.0,256.0,2.7273,269700.0,NEAR OCEAN,14365
17.0,1498.0,331.0,574.0,242.0,2.0268,94200.0,INLAND,19788
10.0,4446.0,897.0,2499.0,884.0,3.5461,103600.0,INLAND,13139
26.0,1184.0,225.0,815.0,218.0,5.7657,322300.0,NEAR BAY,18220
39.0,3895.0,561.0,1271.0,536.0,8.0073,500001.0,<1H OCEAN,4237
13.0,1907.0,544.0,575.0,234.0,3.0685,162500.0,INLAND,9681
17.0,2799.0,637.0,2015.0,592.0,3.0536,143600.0,<1H OCEAN,16701
17.0,1665.0,247.0,755.0,254.0,6.5764,349000.0,<1H OCEAN,10164
28.0,1579.0,339.0,1252.0,353.0,4.1615,214800.0,<1H OCEAN,17786
29.0,2637.0,512.0,1188.0,446.0,2.99,69400.0,INLAND,13811
26.0,3728.0,888.0,1765.0,727.0,1.7456,86800.0,INLAND,13525
9.0,4540.0,793.0,2235.0,746.0,4.5781,225600.0,NEAR OCEAN,15459
29.0,1310.0,332.0,937.0,294.0,3.8068,158700.0,<1H OCEAN,10172
35.0,1605.0,392.0,743.0,382.0,2.5368,240000.0,NEAR OCEAN,18537
48.0,2068.0,495.0,946.0,452.0,3.0375,218500.0,<1H OCEAN,17899
32.0,2161.0,432.0,1503.0,402.0,4.3036,191400.0,<1H OCEAN,11267
31.0,2034.0,444.0,1097.0,367.0,2.1522,60800.0,INLAND,13990
32.0,5482.0,1251.0,3426.0,1117.0,3.2943,204400.0,<1H OCEAN,6204
40.0,2936.0,732.0,2024.0,676.0,2.1139,70900.0,INLAND,13649
44.0,1487.0,273.0,972.0,281.0,3.2292,86100.0,INLAND,13542
40.0,1966.0,391.0,1120.0,362.0,3.7109,198800.0,<1H OCEAN,6904
27.0,2744.0,464.0,1340.0,452.0,3.8816,147300.0,INLAND,12947
26.0,3210.0,646.0,1908.0,642.0,2.4167,77600.0,INLAND,20033
38.0,281.0,55.0,151.0,52.0,1.3906,120800.0,INLAND,13764
30.0,2062.0,396.0,1089.0,375.0,5.5362,301200.0,<1H OCEAN,5702
23.0,3166.0,411.0,1092.0,345.0,7.9367,500001.0,<1H OCEAN,10670
13.0,2020.0,378.0,679.0,290.0,5.756,305600.0,<1H OCEAN,10495
14.0,2721.0,627.0,1356.0,468.0,3.0299,73200.0,INLAND,18799
14.0,2633.0,530.0,1324.0,513.0,2.2768,78600.0,INLAND,18777
17.0,2813.0,497.0,1337.0,477.0,3.7083,252400.0,NEAR OCEAN,18656
10.0,3103.0,520.0,1283.0,464.0,3.071,151600.0,INLAND,13830
17.0,2421.0,820.0,2971.0,685.0,1.654,100000.0,INLAND,12433
4.0,5465.0,974.0,2844.0,950.0,4.4477,174800.0,<1H OCEAN,15515
34.0,1747.0,250.0,662.0,257.0,6.8268,500001.0,<1H OCEAN,18269
32.0,1252.0,273.0,1337.0,263.0,2.6579,156800.0,<1H OCEAN,6535
28.0,2223.0,752.0,1271.0,684.0,2.5434,232100.0,<1H OCEAN,4262
8.0,2378.0,638.0,1410.0,623.0,2.9097,152500.0,<1H OCEAN,15097
36.0,1199.0,198.0,485.0,199.0,5.0796,373400.0,NEAR BAY,18260
9.0,5774.0,1320.0,3086.0,1265.0,4.4063,202200.0,<1H OCEAN,10354
20.0,4867.0,1015.0,1725.0,1015.0,2.5685,267600.0,INLAND,9952
43.0,1682.0,422.0,1706.0,409.0,2.1029,153300.0,<1H OCEAN,7196
35.0,2259.0,501.0,1340.0,511.0,3.4482,162500.0,NEAR OCEAN,14571
25.0,3670.0,644.0,1815.0,634.0,4.0658,127400.0,INLAND,13750
10.0,1034.0,153.0,478.0,155.0,7.0326,241100.0,INLAND,13116
26.0,40.0,8.0,52.0,7.0,7.7197,225000.0,<1H OCEAN,17866
13.0,4581.0,881.0,1799.0,734.0,2.2993,99500.0,INLAND,18805
37.0,4142.0,1031.0,1936.0,968.0,2.693,174100.0,NEAR OCEAN,14060
22.0,1304.0,278.0,887.0,227.0,3.6607,206300.0,<1H OCEAN,9727
41.0,1492.0,350.0,804.0,353.0,1.684,71300.0,INLAND,20591
17.0,3608.0,682.0,1694.0,666.0,3.311,109400.0,INLAND,13064
35.0,365.0,98.0,463.0,112.0,2.5588,78800.0,NEAR OCEAN,14314
17.0,2612.0,582.0,832.0,564.0,2.6759,120600.0,<1H OCEAN,10701
13.0,1713.0,340.0,643.0,241.0,2.662,92400.0,INLAND,9445
38.0,1237.0,298.0,1073.0,293.0,3.6726,154600.0,<1H OCEAN,5910
32.0,1684.0,359.0,454.0,209.0,2.9125,145800.0,INLAND,11713
36.0,1664.0,326.0,963.0,322.0,4.7813,246400.0,NEAR OCEAN,16792
10.0,9205.0,1774.0,5935.0,1673.0,3.65,119400.0,INLAND,16560
22.0,2938.0,619.0,1501.0,561.0,2.7356,96100.0,INLAND,13056
21.0,2751.0,602.0,1496.0,489.0,2.3882,49200.0,INLAND,19998
20.0,3460.0,602.0,1707.0,568.0,3.7115,181900.0,<1H OCEAN,19098
32.0,1617.0,346.0,1153.0,385.0,3.016,96600.0,INLAND,11975
44.0,2122.0,385.0,1012.0,367.0,4.6687,344300.0,<1H OCEAN,8971
34.0,2123.0,387.0,1310.0,368.0,2.6368,165600.0,INLAND,16513
24.0,6260.0,1271.0,3132.0,1189.0,2.5156,103000.0,INLAND,13763
24.0,1203.0,310.0,594.0,187.0,1.1522,87500.0,INLAND,13692
20.0,2458.0,491.0,1227.0,481.0,2.7857,110900.0,INLAND,16498
4.0,1318.0,218.0,673.0,225.0,6.0722,260800.0,<1H OCEAN,10410
29.0,124.0,22.0,50.0,18.0,12.5381,112500.0,INLAND,11913
41.0,1676.0,263.0,757.0,255.0,4.7734,450800.0,<1H OCEAN,6584
34.0,2193.0,513.0,1299.0,497.0,3.6187,211600.0,<1H OCEAN,3588
14.0,6160.0,1222.0,2472.0,1204.0,4.1444,178400.0,<1H OCEAN,17684
32.0,1943.0,287.0,1081.0,292.0,5.6846,208800.0,<1H OCEAN,15058
15.0,1517.0,361.0,1275.0,343.0,1.5875,55800.0,INLAND,19844
27.0,669.0,131.0,314.0,106.0,2.4659,231300.0,NEAR OCEAN,20163
4.0,1741.0,225.0,811.0,233.0,12.3411,500001.0,<1H OCEAN,10728
30.0,5039.0,1564.0,2129.0,1536.0,3.3469,345000.0,NEAR OCEAN,16905
14.0,1889.0,471.0,853.0,399.0,2.25,112500.0,INLAND,10039
17.0,1981.0,371.0,773.0,325.0,3.1563,277000.0,<1H OCEAN,9496
19.0,2298.0,511.0,1246.0,513.0,2.212,132000.0,<1H OCEAN,17377
21.0,1484.0,394.0,984.0,380.0,2.1734,187500.0,NEAR OCEAN,18516
23.0,8798.0,1465.0,2750.0,1208.0,8.7364,500001.0,NEAR OCEAN,9034
